time (sec),SN1 ,SN2 ,SN3 ,SN4 
0.417,78.9875720201656,50.8955176809507,23.7766965790421,1.34646514584083
0.418,79.040194479638,50.9451752036199,23.8158733031674,1.37374160180995
0.419,79.092972760181,50.99339239819,23.8540633484163,1.40105019909502
0.42,79.145751040724,51.0416095927602,23.8922533936652,1.42835879638009
0.421,79.198529321267,51.0898267873303,23.930443438914,1.45566739366516
0.422,79.25130760181,51.1380439819005,23.9686334841629,1.48297599095023
0.423,79.304085882353,51.1862611764706,24.0068235294118,1.51028458823529
0.424,79.3551048249499,51.2330782807328,24.0443577082653,1.53771979441518
0.425,79.4046549624726,51.278726502261,24.0813443289357,1.56526070159899
0.426,79.4542050999953,51.3243747237891,24.1183309496061,1.59280160878281
0.427,79.5037552375181,51.3700229453172,24.1553175702764,1.62034251596662
0.428,79.5533053750408,51.4156711668454,24.1923041909468,1.64788342315043
0.429,79.6028555125635,51.4613193883735,24.2292908116172,1.67542433033425
0.43,79.6524056500863,51.5069676099016,24.2662774322875,1.70296523751806
0.431,79.701955787609,51.5526158314298,24.3032640529579,1.73050614470188
0.432,79.7515059251317,51.5982640529579,24.3402506736283,1.75804705188569
0.433,79.8010560626544,51.643912274486,24.3772372942986,1.78558795906951
0.434,79.8506062001772,51.6895604960142,24.414223914969,1.81312886625332
0.435,79.9001563376999,51.7352087175423,24.4512105356394,1.84066977343714
0.436,79.9497064752226,51.7808569390704,24.4881971563097,1.86821068062095
0.437,79.9992566127453,51.8265051605986,24.5251837769801,1.89575158780476
0.438,80.0488067502681,51.8721533821267,24.5621703976505,1.92329249498858
0.439,80.0983568877908,51.9178016036548,24.5991570183208,1.95083340217239
0.44,80.1479070253135,51.963449825183,24.6361436389912,1.97837430935621
0.441,80.1974571628362,52.0090980467111,24.6731302596616,2.00591521654002
0.442,80.247007300359,52.0547462682392,24.7101168803319,2.03345612372384
0.443,80.2965574378817,52.1003944897674,24.7471035010023,2.06099703090765
0.444,80.3461075754044,52.1460427112955,24.7840901216726,2.08853793809146
0.445,80.3719991713065,52.1800204583711,24.813869454875,2.11349133885796
0.446,80.1698626958436,52.1015146963615,24.7741828046096,2.11350558202771
0.447,79.9677262203807,52.0230089343519,24.7344961543442,2.11351982519746
0.448,79.7655897449178,51.9445031723424,24.6948095040787,2.11353406836722
0.449,79.5634532694549,51.8659974103328,24.6551228538133,2.11354831153697
0.45,79.361316793992,51.7874916483232,24.6154362035478,2.11356255470672
0.451,79.1591803185291,51.7089858863136,24.5757495532824,2.11357679787647
0.452,78.9570438430662,51.630480124304,24.536062903017,2.11359104104623
0.453,78.778866749637,51.8598595519602,25.0406987347024,2.85092553412157
0.454,78.6413108187394,52.6112330073784,26.4681885856521,4.83832589563519
0.455,78.5037548878419,53.3626064627967,27.8956784366018,6.82572625714881
0.456,78.3661989569443,54.113979918215,29.3231682875515,8.81312661866243
0.457,78.2286430260468,54.8653533736332,30.7506581385012,10.8005269801761
0.458,78.0910870951492,55.6167268290515,32.1781479894509,12.7879273416897
0.459,77.9535311642516,56.3681002844697,33.6056378404007,14.7753277032033
0.46,77.8159752333541,57.119473739888,35.0331276913504,16.7627280647169
0.461,77.6784193024565,57.8708471953063,36.4606175423001,18.7501284262305
0.462,77.5408633715589,58.6222206507245,37.8881073932498,20.7375287877441
0.463,77.4033074406614,59.3735941061428,39.3155972441995,22.7249291492578
0.464,77.2657515097638,60.124967561561,40.7430870951492,24.7123295107714
0.465,77.1281955788663,60.8763410169793,42.170576946099,26.699729872285
0.466,76.9906396479687,61.6277144723976,43.5980667970487,28.6871302337986
0.467,76.8530837170711,62.3790879278158,45.0255566479984,30.6745305953122
0.468,76.7155277861736,63.1304613832341,46.4530464989481,32.6619309568259
0.469,76.577971855276,63.8818348386524,47.8805363498978,34.6493313183395
0.47,76.4404159243785,64.6332082940706,49.3080262008475,36.6367316798531
0.471,76.3028599934809,65.3845817494889,50.7355160517973,38.6241320413667
0.472,76.1653040625833,66.1359552049071,52.163005902747,40.6115324028803
0.473,76.0277481316858,66.8873286603254,53.5904957536967,42.598932764394
0.474,75.8901922007882,67.6387021157437,55.0179856046464,44.5863331259076
0.475,75.7526362698906,68.3900755711619,56.4454754555961,46.5737334874212
0.476,75.6150803389931,69.1414490265802,57.8729653065458,48.5611338489348
0.477,75.4775244080955,69.8928224819985,59.3004551574956,50.5485342104484
0.478,75.339968477198,70.6441959374167,60.7279450084453,52.5359345719621
0.479,75.2024125463004,71.395569392835,62.155434859395,54.5233349334757
0.48,75.0648566154028,72.1469428482532,63.5829247103446,56.5107352949892
0.481,74.9273006845053,72.8983163036714,65.0104145612943,58.4981356565028
0.482,74.7897447536077,73.6496897590897,66.4379044122441,60.4855360180164
0.483,74.6521888227102,74.401063214508,67.8653942631938,62.47293637953
0.484,74.5146328918126,75.1524366699262,69.2928841141435,64.4603367410437
0.485,74.377076960915,75.9038101253445,70.7203739650932,66.4477371025573
0.486,74.2395210300175,76.6551835807628,72.1478638160429,68.4351374640709
0.487,74.1220688237722,76.8785371770532,72.643640825423,69.1752225835741
0.488,74.0167304003302,76.7837249607924,72.5780011225753,69.1637203136607
0.489,73.9113919768882,76.6889127445316,72.5123614197276,69.1522180437474
0.49,73.8060535534461,76.5941005282707,72.4467217168799,69.1407157738341
0.491,73.7007151300041,76.4992883120099,72.3810820140322,69.1292135039208
0.492,73.5953767065621,76.4044760957491,72.3154423111845,69.1177112340074
0.493,73.4900382831201,76.3096638794882,72.2498026083368,69.1062089640941
0.494,73.3846998596781,76.2148516632274,72.1841629054891,69.0947066941808
0.495,73.2793614362361,76.1200394469666,72.1185232026414,69.0832044242674
0.496,73.1740230127941,76.0252272307057,72.0528834997937,69.0717021543541
0.497,73.068684589352,75.9304150144449,71.9872437969459,69.0601998844408
0.498,72.96334616591,75.8356027981841,71.9216040940982,69.0486976145274
0.499,72.858007742468,75.7407905819232,71.8559643912505,69.0371953446141
0.5,72.752669319026,75.6459783656624,71.7903246884028,69.0256930747008
0.501,72.647330895584,75.5511661494016,71.7246849855551,69.0141908047875
0.502,72.541992472142,75.4563539331407,71.6590452827074,69.0026885348741
0.503,72.4366540486999,75.3615417168799,71.5934055798597,68.9911862649608
0.504,72.3313156252579,75.2667295006191,71.527765877012,68.9796839950475
0.505,72.2259772018159,75.1719172843582,71.4621261741643,68.9681817251341
0.506,72.1206387783739,75.0771050680974,71.3964864713165,68.9566794552208
0.507,72.0153003549319,74.9822928518366,71.3308467684688,68.9451771853075
0.508,71.9099619314899,74.8874806355757,71.2652070656211,68.9336749153941
0.509,71.8046235080479,74.7926684193149,71.1995673627734,68.9221726454808
0.51,71.6992850846059,74.6978562030541,71.1339276599257,68.9106703755675
0.511,71.5939466611638,74.6030439867932,71.068287957078,68.8991681056541
0.512,71.4886082377218,74.5082317705324,71.0026482542303,68.8876658357408
0.513,71.3832698142798,74.4134195542716,70.9370085513826,68.8761635658275
0.514,71.2779313908378,74.3186073380107,70.8713688485349,68.8646612959142
