time (sec),SN1 ,SN2 ,SN3 ,SN4 
0,0,0,0,0
0.001,0,0,0,0
0.002,0,0,0,0
0.003,0,0,0,0
0.004,0,0,0,0
0.005,0.112791309140212,0,0,0
0.006,0.255668042908771,0,0,0
0.007,0.39854477667733,0,0,0
0.008,0.541421510445889,0,0,0
0.009,0.756946678484186,0,0,0
0.01,1.24684244387318,0,0,0
0.011,1.73673820926217,0,0,0
0.012,2.22663397465117,0,0,0
0.013,2.74807004589435,0,0,0
0.014,3.34313522060041,0,0,0
0.015,3.93820039530647,0,0,0
0.016,4.53326557001254,0,0,0
0.017,5.12630247042066,0,0,0
0.018,5.69350673444069,0,0,0
0.019,6.26071099846073,0,0,0
0.02,6.82791526248076,0,0,0
0.021,7.39511952650079,0,0,0
0.022,7.83531173801109,0,0,0
0.023,8.22613487092471,0,0,0
0.024,8.61695800383832,0,0,0
0.025,9.00778113675194,0,0,0
0.026,9.32860726536566,0,0,0
0.027,9.56297755004527,0,0,0
0.028,9.79734783472488,0,0,0
0.029,10.0317181194045,0,0,0
0.03,10.2386010236594,0,0,0
0.031,10.414611689603,0,0,0
0.032,10.5906223555465,0,0,0
0.033,10.7666330214901,0,0,0
0.034,10.9425065856732,0,0,0
0.035,11.1155172130953,0,0,0
0.036,11.2885278405173,0,0,0
0.037,11.4615384679394,0,0,0
0.038,11.6345490953615,0,0,0
0.039,11.8178747646299,0,0,0
0.04,12.003171054089,0,0,0
0.041,12.1884673435481,0,0,0
0.042,12.3737636330072,0,0,0
0.043,12.5589864915852,0,0,0
0.044,12.7441376607258,0,0,0
0.045,12.9292888298665,0,0,0
0.046,13.1144399990071,0,0,0
0.047,13.2909444030777,0,0,0
0.048,13.4579833705634,0,0,0
0.049,13.6250223380491,0,0,0
0.05,13.7920613055349,0,0,0
0.051,13.9557371579012,0,0,0
0.052,14.0488615073777,0,0,0
0.053,14.1419858568542,0,0,0
0.054,14.2351102063307,0,0,0
0.055,14.3282345558073,0,0,0
0.056,14.4111514852879,0,0,0
0.057,14.4341699281994,0,0,0
0.058,14.4571883711108,0,0,0
0.059,14.4802068140222,0,0,0
0.06,14.5032252569337,0,0,0
0.061,14.5025237999135,0,0,0
0.062,14.4987037047715,0,0,0
0.063,14.4948836096295,0,0,0
0.064,14.4910635144875,0,0,0
0.065,14.4836185553908,0,0,0
0.066,14.4747750900233,0,0,0
0.067,14.4659316246558,0,0,0
0.068,14.4570881592883,0,0,0
0.069,14.4794060437119,0,0,0
0.07,14.5035445319759,0,0,0
0.071,14.52768302024,0,0,0
0.072,14.551821508504,0,0,0
0.073,14.5759599967681,0,0,0
0.074,14.6146521252796,0,0,0
0.075,14.6534291573453,0,0,0
0.076,14.6922061894109,0,0,0
0.077,14.7323505056904,0,0,0
0.078,14.7732582596104,0,0,0
0.079,14.8141660135303,0,0,0
0.08,14.8550737674503,0,0,0
0.081,14.9073252114598,0,0,0
0.082,14.9993306684857,0,0,0
0.083,15.0913361255116,0,0,0
0.084,15.1833415825375,0,0,0
0.085,15.4011404205554,0,0,0
0.086,15.7189867770284,0,0,0
0.087,16.0368331335014,0,0,0
0.088,16.3546794899743,0,0,0
0.089,16.6693065716212,0,0,0
0.09,16.9661530923073,0,0,0
0.091,17.2629996129934,0,0,0
0.092,17.5598461336796,0,0,0
0.093,17.8487743827233,0,0,0
0.094,18.0921912701949,0,0,0
0.095,18.3356081576664,0,0,0
0.096,18.579025045138,0,0,0
0.097,18.8224419326096,0,0,0
0.098,19.0069144412551,0,0,0
0.099,19.183614431357,0,0,0
0.1,19.360314421459,0,0,0
0.101,19.5370144115609,0,0,0
0.102,19.7137144016629,0,0,0
0.103,19.8420285714286,0,0,0
0.104,19.9605725274725,0,0,0
0.105,20.0791164835165,0,0,0
0.106,20.1976604395604,0,0,0
0.107,20.3010463276836,0,0,0
0.108,20.3869220338983,0,0,0
0.109,20.472797740113,0,0,0
0.11,20.5504316683119,0,0,0
0.111,20.6066606910168,0,0,0
0.112,20.6628897137216,0,0,0
0.113,20.7191187364265,0,0,0
0.114,20.7753477591313,0,0,0
0.115,20.8266810565635,0,0,0
0.116,20.8599254535752,0,0,0
0.117,20.893169850587,0,0,0
0.118,20.9264142475987,0,0,0
0.119,20.9521836065574,0,0,0
0.12,20.9693526529173,0,0,0
0.121,20.9865216992773,0,0,0
0.122,21.0036907456372,0,0,0
0.123,21.0208597919972,0,0,0
0.124,21.0380288383571,0,0,0
0.125,21.047569578995,0,0,0
0.126,21.055106926211,0,0,0
0.127,21.0626442734269,0,0,0
0.128,21.0701816206428,0,0,0
0.129,21.0770022665458,0,0,0
0.13,21.0826233000907,0,0,0
0.131,21.0883072222222,0,0,0
0.132,21.0943025925926,0,0,0
0.133,21.100297962963,0,0,0
0.134,21.1062933333333,0,0,0
0.135,21.1122887037037,0,0,0
0.136,21.1289440109514,0.0163167446954144,0,0
0.137,21.1475100616016,0.0355581889117045,0,0
0.138,21.1660761122519,0.0547996331279947,0,0
0.139,21.1846421629021,0.0740410773442849,0,0
0.14,21.2032082135524,0.0932825215605751,0,0
0.141,21.2218444417057,0.112683603401528,0,0
0.142,21.2579548681292,0.171834453783585,0,0
0.143,21.2940652945526,0.230985304165641,0,0
0.144,21.3301757209761,0.290136154547697,0,0
0.145,21.3662861473996,0.349287004929751,0,0
0.146,21.4143407141086,0.400561205802133,0,0
0.147,21.4630637490702,0.451394580461195,0,0
0.148,21.5117867840317,0.502227955120258,0,0
0.149,21.5605098189933,0.55306132977932,0,0
0.15,21.62066770754,0.607959634678852,0,0
0.151,21.6819015232292,0.663240416603199,0,0
0.152,21.7431353389185,0.718521198527545,0,0
0.153,21.8043691546078,0.773801980451892,0,0
0.154,21.8760469455852,0.826552685831622,0,0
0.155,21.9479925308008,0.879238517453799,0,0
0.156,22.0199381160164,0.931924349075975,0,0
0.157,22.09243599182,0.984863720347648,0,0
0.158,22.171372597137,1.04075891462168,0,0
0.159,22.250309202454,1.09665410889571,0,0
0.16,22.329245807771,1.15254930316973,0,0
0.161,22.4089009254499,1.20874791773779,0,0
0.162,22.49214,1.26646,0,0
0.163,22.5753790745501,1.32417208226221,0,0
0.164,22.6586181491003,1.38188416452442,0,0
0.165,22.7423431105048,1.4396579553206,0,0
0.166,22.8273362892224,1.49759281207367,0,0
0.167,22.91232946794,1.55552766882674,0,0
0.168,22.9973226466576,1.61346252557981,0,0
0.169,23.0823158253752,1.67139738233288,0,0
0.17,23.1673090040928,1.72933223908595,0,0
0.171,23.2518747258352,1.78788932670237,0,0
0.172,23.3358328997705,1.84733079571538,0,0
0.173,23.4197910737057,1.90677226472839,0,0
0.174,23.5037492476409,1.96621373374139,0,0
0.175,23.5868336842105,2.02653631578947,0,0
0.176,23.6690159691913,2.08776866495507,0,0
0.177,23.751198254172,2.14900101412067,0,0
0.178,23.8333805391528,2.21023336328626,0,0
0.179,23.9143612124326,2.27251808630876,0,0
0.18,23.9945307474955,2.33551320575392,0,0
0.181,24.0747002825584,2.39850832519907,0,0
0.182,24.1548698176214,2.46150344464423,0,0
0.183,24.233806409925,2.52430784957353,0,0
0.184,24.3122246058413,2.58703206771776,0,0
0.185,24.3906428017576,2.64975628586198,0,0
0.186,24.4690609976738,2.7124805040062,0,0
0.187,24.5458096657165,2.77546377818088,0,0
0.188,24.6222284270536,2.83849824306815,0,0
0.189,24.6986471883908,2.90153270795543,0,0
0.19,24.7750659497279,2.96456717284271,0,0
0.191,24.849158778758,3.02843020930635,0,0
0.192,24.9231944127314,3.09231362048089,0,0
0.193,24.9972300467047,3.15619703165542,0,0
0.194,25.0712656806781,3.22008044282996,0,0
0.195,25.1453013146514,3.2839638540045,0,0
0.196,25.2189950806665,3.3484314308384,0,0
0.197,25.2912775456229,3.41531056334303,0,0
0.198,25.3635600105792,3.48218969584766,0,0
0.199,25.4358424755356,3.54906882835229,0,0
0.2,25.5079989631651,3.61580540245566,0,0
0.201,25.5799771350614,3.68234019099591,0,0
0.202,25.6519553069577,3.74887497953615,0,0
0.203,25.723933478854,3.8154097680764,0,0
0.204,25.7955709784411,3.93640749585407,0,0
0.205,25.8670943141436,4.07565648898366,0,0
0.206,25.938617649846,4.21490548211325,0,0
0.207,26.0101409855484,4.35415447524284,0,0
0.208,26.1118061254613,4.63648079704798,0,0
0.209,26.2404162115621,5.04670957933579,0,0
0.21,26.369026297663,5.45693836162361,0,0
0.211,26.4976363837638,5.86716714391144,0,0
0.212,26.6907367731173,6.23574799809342,0,0
0.213,26.9586347712107,6.55602445185891,0,0
0.214,27.2265327693041,6.8763009056244,0,0
0.215,27.4944307673975,7.19657735938989,0,0
0.216,27.7892487313256,7.5218971306616,0,0
0.217,28.1579705714963,7.86106241403841,0,0
0.218,28.5266924116671,8.20022769741522,0,0
0.219,28.8954142518378,8.53939298079203,0,0
0.22,29.2671926981087,8.87891266459181,0,0
0.221,29.6970466602825,9.22516595642806,0,0
0.222,30.1269006224563,9.57141924826431,0,0
0.223,30.5567545846301,9.91767254010055,0,0
0.224,30.9866085468039,10.2639258319368,0,0
0.225,31.4364447374617,10.6232447845538,0,0
0.226,31.8891878502472,10.984464469037,0,0
0.227,32.3419309630327,11.3456841535201,0,0
0.228,32.7946740758182,11.7069038380033,0,0
0.229,33.2445949427481,12.0723148377863,0,0
0.23,33.6928296755725,12.4402299141221,0,0
0.231,34.141064408397,12.808144990458,0,0
0.232,34.5892991412214,13.1760600667939,0,0
0.233,35.0295590768499,13.5481006661908,0,0
0.234,35.4594187009279,13.9255215560314,0,0
0.235,35.889278325006,14.302942445872,0,0
0.236,36.319137949084,14.6803633357126,0,0
0.237,36.7442397079943,15.0593785303973,0.010325224509335,0
0.238,37.1535025131642,15.44370117281,0.0550231661081863,0
0.239,37.5627653183341,15.8280238152226,0.0997211077070376,0
0.24,37.9720281235041,16.2123464576352,0.144419049305888,0
0.241,38.3805188907726,16.5967080164689,0.207199813029788,0
0.242,38.7752149430855,16.981764930976,0.593083077742795,0
0.243,39.1699109953984,17.3668218454832,0.978966342455801,0
0.244,39.5646070477113,17.7518787599903,1.36484960716881,0
0.245,39.9593031000242,18.1369356744975,1.75073287188181,0
0.246,40.3451914572864,18.5235065326633,2.07520934673367,0
0.247,40.7303553720986,18.9102019143336,2.39463504666188,0
0.248,41.1155192869107,19.2968972960038,2.71406074659009,0
0.249,41.5006832017229,19.6835926776741,3.0334864465183,0
0.25,41.8847933029285,20.0780182909265,3.35663759961594,0
0.251,42.2685427028325,20.4750898223716,3.68106390782525,0
0.252,42.6522921027364,20.8721613538166,4.00549021603456,0
0.253,43.0360415026404,21.2692328852616,4.32991652424388,0
0.254,43.4245337625179,21.6692977110157,4.65743746781116,0
0.255,43.8164746304244,22.0715390081068,4.98720856938484,0
0.256,44.208415498331,22.4737803051979,5.31697967095852,0
0.257,44.6003563662375,22.876021602289,5.6467507725322,0
0.258,44.9971449640288,23.2798558752998,5.97966230215828,0
0.259,45.4016773381295,23.6862347721823,6.31759035971224,0
0.26,45.8062097122302,24.0926136690648,6.65551841726619,0
0.261,46.2107420863309,24.4989925659473,6.99344647482015,0
0.262,46.6180708482676,24.9071594982079,7.33285158900837,0
0.263,47.0356096774194,25.3218548387097,7.67764967741936,0
0.264,47.4531485065711,25.7365501792115,8.02244776583036,0
0.265,47.8706873357228,26.1512455197133,8.36724585424135,0
0.266,48.2885962625779,26.5661145184475,8.7122625299473,0
0.267,48.71847168184,26.9865984666986,9.06434686152373,0
0.268,49.1483471011021,27.4070824149497,9.41643119310015,0
0.269,49.5782225203642,27.8275663632008,9.76851552467658,0
0.27,50.0080979396263,28.2480503114519,10.120599856253,0
0.271,50.4465136531365,28.6767431734317,10.4766645756458,0
0.272,50.8863660516605,29.1068169741697,10.8333988929889,0
0.273,51.3262184501845,29.5368907749078,11.1901332103321,0
0.274,51.7660708487085,29.9669645756458,11.5468675276753,0
0.275,52.206253352124,30.3365608616871,11.8004813166902,0
0.276,52.6467405677471,30.650331749547,11.9589069257097,0
0.277,53.0872277833703,30.9641026374069,12.1173325347292,0
0.278,53.5277149989934,31.2778735252668,12.2757581437487,0
0.279,53.9682022146165,31.5916444131266,12.4341837527683,0
0.28,54.3673626148259,31.8150094851527,12.5456391796625,0
0.281,54.7331177953429,31.9652978850673,12.6191277504807,0
0.282,55.0988729758599,32.1155862849818,12.6926163212989,0
0.283,55.4646281563769,32.2658746848964,12.7661048921171,0
0.284,55.8303833368938,32.4161630848109,12.8395934629353,0
0.285,56.1185437157042,32.5871284557094,12.9333746015156,0
0.286,56.3953140318788,32.761128978312,13.0301344656389,0
0.287,56.6720843480533,32.9351295009146,13.1268943297622,0
0.288,56.9441370334464,33.1092028114397,13.2242907901115,0
0.289,57.1160711100339,33.2848208434319,13.3351972370334,0
0.29,57.2880051866214,33.4604388754241,13.4461036839554,0
0.291,57.4599392632089,33.6360569074164,13.5570101308774,0
0.292,57.6318733397964,33.8116749394086,13.6679165777993,0
0.293,57.7323156699601,33.9368841046975,13.748234408043,0
0.294,57.8264567689374,34.0576502686774,13.8258561795805,0
0.295,57.9205978679147,34.1784164326573,13.903477951118,0
0.296,58.014738966892,34.2991825966372,13.9810997226556,0
0.297,58.1088800658693,34.4199487606171,14.0587214941931,0
0.298,58.1964,34.5378294921875,14.1355203125,0
0.299,58.2464,34.6393594401042,14.2076557291667,0
0.3,58.2964,34.7408893880208,14.2797911458333,0
0.301,58.3459554730384,34.8427583790765,14.3525410074265,0
0.302,58.3902564094285,34.9486350339038,14.4325539231514,0
0.303,58.4345573458185,35.054511688731,14.5125668388763,0
0.304,58.4788582822086,35.1603883435583,14.5925797546012,0
0.305,58.5284982032854,35.2693128850103,14.671854825462,0
0.306,58.5782415297741,35.3782964579055,14.7511156057495,0
0.307,58.6279848562628,35.4872800308008,14.830376386037,0
0.308,58.6777281827515,35.5962636036961,14.9096371663244,0
0.309,58.7274715092402,35.7052471765914,14.9888979466119,0
0.31,58.7789216690042,35.8128174614306,15.0664125175316,0
0.311,58.8411236325386,35.9114850631136,15.1329272440393,0
0.312,58.9033255960729,36.0101526647966,15.199441970547,0
0.313,58.9696846219346,36.1101027588556,15.2678702316076,0
0.314,59.0464727690736,36.2132703337875,15.3410991144414,0
0.315,59.1232609162125,36.3164379087193,15.4143279972752,0
0.316,59.2000490633515,36.4196054836512,15.487556880109,0
0.317,59.2768372104905,36.5227730585831,15.5607857629428,0
0.318,59.3536253576294,36.625940633515,15.6340146457766,0
0.319,59.4366971588916,36.727321957208,15.7041615222729,0
0.32,59.5286999649246,36.8261644686075,15.7699279200281,0
0.321,59.6207027709576,36.925006980007,15.8356943177832,0
0.322,59.7188275979557,37.0278700851789,15.9054005792164,0
0.323,59.8217236797274,37.1338666780238,15.9781774105622,0
0.324,59.9246197614992,37.2398632708688,16.050954241908,0
0.325,60.0275158432709,37.3458598637138,16.1237310732538,0
0.326,60.1304119250426,37.4518564565588,16.1965079045997,0
0.327,60.2333080068143,37.5578530494037,16.2692847359455,0
0.328,60.3425922888188,37.6656425166491,16.3428056431826,0
0.329,60.454719873817,37.7742299684543,16.4166577287066,0
0.33,60.5668474588153,37.8828174202594,16.4905098142306,0
0.331,60.6816833590403,37.9834091688089,16.557398714653,0
0.332,60.7970389717224,38.0824665809769,16.6229514138818,0
0.333,60.9123945844045,38.1815239931448,16.6885041131105,0
0.334,61.0277501970865,38.2805814053128,16.7540568123393,0
0.335,61.1431058097686,38.3796388174807,16.8196095115681,0
0.336,61.2584603174603,38.4787017943409,16.8851732919255,0
0.337,61.3735396825397,38.5791503795721,16.9534962732919,0
0.338,61.4886190476191,38.6795989648033,17.0218192546584,0
0.339,61.6035429124165,38.7800857544847,17.0901593035526,0
0.34,61.7171552937038,38.8808947590573,17.1586432993317,0
0.341,61.8307676749912,38.98170376363,17.2271272951108,0
0.342,61.9424136363636,39.0795772727273,17.2934227272727,0
0.343,62.0485491358451,39.1692246975458,17.3535851883858,0
0.344,62.1546846353266,39.2588721223643,17.4137476494988,0
0.345,62.2608201348082,39.3485195471829,17.4739101106118,0
0.346,62.3669556342897,39.4381669720014,17.5340725717249,0
0.347,62.4730911337712,39.5278143968199,17.5942350328379,0
0.348,62.5743394984326,39.613112539185,17.6515520376176,0
0.349,62.6702294322536,39.6936419714385,17.7057491814699,0
0.35,62.7661193660745,39.7741714036921,17.7599463253222,0
0.351,62.8577735868448,39.8560574511819,17.8169873586845,0
0.352,62.9466738951696,39.9388255224392,17.875877389517,0
0.353,63.0355742034943,40.0215935936965,17.9347674203494,0
0.354,63.1244745118191,40.1043616649537,17.9936574511819,0
0.355,63.2133748201439,40.187129736211,18.0525474820144,0
0.356,63.3022751284687,40.2698978074683,18.1114375128469,0
0.357,63.3846225327202,40.3455250442165,18.163214750619,0
0.358,63.4649904138663,40.4189951538734,18.2128433321542,0
0.359,63.5453582950124,40.4924652635302,18.2624719136894,0
0.36,63.6174476294553,40.5603507229321,18.3109154169469,0.000251853555817073
0.361,63.6890179051782,40.6278860289173,18.3592846166779,0.000519498142232675
0.362,63.7605881809011,40.6954213349025,18.4076538164089,0.000787142728648276
0.363,63.8321584566241,40.7629566408877,18.4560230161399,0.00105478731506388
0.364,63.903728732347,40.8304919468729,18.5043922158709,0.00132243190147948
0.365,63.9752990080699,40.8980272528581,18.5527614156019,0.00159007648789508
0.366,64.0432659944367,40.9672780250348,18.6044073018081,0.00211410710361612
0.367,64.1112075799722,41.0365408901252,18.656076286509,0.00263994507301807
0.368,64.1789480554076,41.1054002663825,18.7072019712307,0.00682315497069723
0.369,64.2451707511987,41.1712145089682,18.7542273663648,0.0386085820706795
0.37,64.3113934469899,41.2370287515539,18.8012527614988,0.0703940091706618
0.371,64.377616142781,41.3028429941396,18.8482781566329,0.102179436270644
0.372,64.4438388385722,41.3686572367253,18.895303551767,0.133964863370626
0.373,64.5100615343633,41.434471479311,18.9423289469011,0.165750290470609
0.374,64.5753084160109,41.4982614095108,18.9885304481697,0.19307678754704
0.375,64.6395232637701,41.5599104002737,19.0338605884365,0.215687461512145
0.376,64.7037381115293,41.6215593910366,19.0791907287034,0.238298135477249
0.377,64.7673862252125,41.6829299220963,19.1247277443343,0.261510576841359
0.378,64.8305944405099,41.7440843130312,19.1704253364023,0.285190109419263
0.379,64.8938026558074,41.805238703966,19.2161229284703,0.308869641997167
0.38,64.9570108711048,41.8663930949008,19.2618205205382,0.332549174575071
0.381,65.0202190864023,41.9275474858357,19.3075181126062,0.356228707152974
0.382,65.0834273016997,41.9887018767705,19.3532157046742,0.379908239730878
0.383,65.1440200214133,42.0437319057816,19.3916492505353,0.396653740899358
0.384,65.2043697715917,42.0981930049964,19.4294079942898,0.412755097073519
0.385,65.2641902698145,42.1522605227656,19.4671494097808,0.429254867959528
0.386,65.3198563743676,42.2032386003373,19.5047548060708,0.448882018043845
0.387,65.3755224789207,42.2542166779089,19.5423602023609,0.468509168128162
0.388,65.4311885834739,42.3051947554806,19.5799655986509,0.488136318212479
0.389,65.486854688027,42.3561728330523,19.617570994941,0.507763468296796
0.39,65.5425207925801,42.4071509106239,19.655176391231,0.527390618381113
0.391,65.5978719499479,42.4587800834202,19.6937174139729,0.548233041710114
0.392,65.6518170316302,42.5133160583942,19.7364355231144,0.57450102919708
0.393,65.7057621133125,42.5678520333681,19.7791536322558,0.600769016684046
0.394,65.7597984441301,42.6228935643564,19.8218169024045,0.625822107496464
0.395,65.8140417256011,42.6790816831683,19.8643557991513,0.648119844413013
0.396,65.8682850070721,42.7352698019802,19.9068946958982,0.670417581329562
0.397,65.9232207399502,42.7905575595873,19.9485447883316,0.693002876912132
0.398,65.9789126645322,42.8448620775525,19.9892242618285,0.715902200996087
0.399,66.0346045891142,42.8991665955176,20.0299037353255,0.738801525080043
0.4,66.0902965136962,42.9534711134827,20.0705832088225,0.761700849163999
0.401,66.1459884382782,43.0077756314479,20.1112626823195,0.784600173247955
0.402,66.2016803628602,43.062080149413,20.1519421558164,0.807499497331911
0.403,66.2563936744847,43.1091713574982,20.1854511727079,0.825560110163469
0.404,66.3109423596304,43.1550491115849,20.2177539445629,0.842806734186212
0.405,66.3653917737789,43.2009492030848,20.2501921336761,0.860279063753214
0.406,66.4175768637532,43.2473588003428,20.285719125964,0.882899629305913
0.407,66.4697619537275,43.2937683976007,20.3212461182519,0.905520194858613
0.408,66.5219470437018,43.3401779948586,20.3567731105398,0.928140760411312
0.409,66.5741321336761,43.3865875921165,20.3923001028278,0.950761325964011
0.41,66.6263172236504,43.4329971893745,20.4278270951157,0.97338189151671
0.411,66.6780975609756,43.4798097560976,20.4636975609756,0.995903414634147
0.412,66.7283273241428,43.5281660657476,20.5008838458819,1.01804551431601
0.413,66.77855708731,43.5765223753977,20.5380701307883,1.04018761399788
0.414,66.8285355354289,43.6246776771444,20.5750687266915,1.06274039424614
