time(s),probe,pressure
0.222661,SN3,4.82566
0.2249,SN3,5.05349
0.22714,SN3,5.31034
0.22925,SN3,5.55884
0.23132,SN3,5.79728
0.233391,SN3,6.01718
0.237564,SN3,6.47012
0.239626,SN3,6.70033
0.255444,SN3,8.43833
0.259436,SN3,9.01156
0.291023,SN3,47.6991
0.33935,SN3,43.2804
0.375744,SN3,40.9031
0.398131,SN3,40.1028
0.453481,SN3,39.6839
0.487528,SN3,40.1053
0.526683,SN3,41.2132
0.57171,SN3,42.994
0.623491,SN3,45.4826
0.680451,SN3,48.5343
0.743106,SN3,51.8612
0.812027,SN3,55.0465
0.88784,SN3,57.0884
0.971234,SN3,57.8237
1.06297,SN3,57.7188
1.16388,SN3,57.0892
1.27487,SN3,56.1016
1.39697,SN3,54.3023
1.53128,SN3,52.1962
1.67902,SN3,49.7291
1.84153,SN3,46.9022
2.02029,SN3,43.7253
2.21693,SN3,40.1817
2.43323,SN3,36.245
2.6517,SN3,32.2074
2.87235,SN3,28.2634
3.09521,SN3,24.5743
3.3203,SN3,21.8203
3.54763,SN3,19.201
3.77724,SN3,16.7464
3.77724,SN3,16.7464
3.81155,SN3,16.3832
3.83151,SN3,16.17
3.85447,SN3,15.9243
3.88088,SN3,15.6432
3.91124,SN3,15.3229
3.94616,SN3,14.9597
3.98632,SN3,14.5717
4.0325,SN3,14.4442
4.08561,SN3,14.176
4.14403,SN3,13.8403
4.20829,SN3,13.675
4.27898,SN3,13.4882
4.35673,SN3,13.2563
4.44226,SN3,13.0044
4.53635,SN3,12.7347
4.63984,SN3,12.4511
4.75368,SN3,12.1552
4.87891,SN3,11.8491
5.01665,SN3,11.535
5.16818,SN3,11.2156
5.33485,SN3,10.8942
5.5182,SN3,10.5746
5.71988,SN3,10.2601
5.92357,SN3,9.97805
6.1293,SN3,9.72694
6.33709,SN3,9.50437
6.54696,SN3,9.30807
6.75892,SN3,9.13593
6.97301,SN3,8.98583
7.18923,SN3,8.85558
7.40762,SN3,8.74319
7.62819,SN3,8.64679
7.85097,SN3,8.5646
8.07598,SN3,8.49492
8.30323,SN3,8.43656
8.53276,SN3,8.38788
8.76458,SN3,8.34777
8.99872,SN3,8.31515
9.23521,SN3,8.28903
9.47405,SN3,8.26851
9.71529,SN3,8.25276
9.95894,SN3,8.24104
10.205,SN3,8.23271
10.4536,SN3,8.22712
10.7046,SN3,8.22358
10.9581,SN3,8.22169
11.2142,SN3,8.22103
11.4729,SN3,8.22123
11.7341,SN3,8.22193
11.9979,SN3,8.22284
12.2644,SN3,8.2237
12.5335,SN3,8.22425
12.8054,SN3,8.22428
13.0799,SN3,8.2236
13.3572,SN3,8.22205
13.6373,SN3,8.21949
13.9201,SN3,8.21579
14.2058,SN3,8.21075
14.4944,SN3,8.20433
14.7858,SN3,8.19652
15.0802,SN3,8.18727
15.3775,SN3,8.1766
15.6778,SN3,8.1645
15.981,SN3,8.15099
16.2873,SN3,8.13612
16.5967,SN3,8.11991
16.9092,SN3,8.10242
17.2248,SN3,8.0837
17.5435,SN3,8.06381
17.8654,SN3,8.04453
23.7554,SN3,5.44416
0.259436,SN4,1.73959
0.291023,SN4,47.6019
0.33935,SN4,42.8154
0.375744,SN4,40.0211
0.398131,SN4,38.7951
0.453481,SN4,37.6162
0.487528,SN4,37.8106
0.526683,SN4,38.669
0.57171,SN4,40.1995
0.623491,SN4,42.4252
0.680451,SN4,45.2772
0.743106,SN4,48.4361
0.812027,SN4,51.5574
0.88784,SN4,53.7456
0.971234,SN4,54.6338
1.06297,SN4,54.4505
1.16388,SN4,53.4914
1.27487,SN4,52.353
1.39697,SN4,50.2343
1.53128,SN4,47.5091
1.67902,SN4,44.3416
1.84153,SN4,40.7425
2.02029,SN4,36.8792
2.21693,SN4,32.8041
2.43323,SN4,28.5952
2.6517,SN4,24.6656
2.87235,SN4,21.0622
3.09521,SN4,17.7834
3.3203,SN4,14.8487
3.54763,SN4,12.4177
3.77724,SN4,10.2973
3.77724,SN4,10.2973
3.81155,SN4,10.0165
3.83151,SN4,9.85489
3.85447,SN4,9.67071
3.88088,SN4,9.46001
3.91124,SN4,9.22072
3.94616,SN4,8.94939
3.98632,SN4,8.64308
4.0325,SN4,8.31172
4.08561,SN4,7.95026
4.14403,SN4,7.57041
4.20829,SN4,7.1723
4.27898,SN4,6.76517
4.35673,SN4,6.34947
4.44226,SN4,5.9378
4.53635,SN4,5.52443
4.63984,SN4,5.11201
4.75368,SN4,4.7002
4.87891,SN4,4.28894
5.01665,SN4,3.87911
5.16818,SN4,3.47209
5.33485,SN4,3.0698
5.5182,SN4,2.67457
5.71988,SN4,2.28946
5.92357,SN4,1.94484
6.1293,SN4,1.63669
6.33709,SN4,1.36187
6.54696,SN4,1.1176
6.75892,SN4,0.901288
6.97301,SN4,0.710598
7.18923,SN4,0.543425
7.40762,SN4,0.397824
7.62819,SN4,0.271997
7.85097,SN4,0.164325
8.07598,SN4,0.0733128
8.30323,SN4,0.00737589
8.53276,SN4,0
8.76458,SN4,0
8.99872,SN4,0
9.23521,SN4,0
9.47405,SN4,0
9.71529,SN4,0
9.95894,SN4,0
10.205,SN4,0
10.4536,SN4,0
10.7046,SN4,0
10.9581,SN4,0.00254098
11.2142,SN4,0.0141756
11.4729,SN4,0.0343915
11.7341,SN4,0.061121
11.9979,SN4,0.0933183
12.2644,SN4,0.130203
12.5335,SN4,0.17117
12.8054,SN4,0.21572
13.0799,SN4,0.263428
13.3572,SN4,0.313932
13.6373,SN4,0.366918
13.9201,SN4,0.422111
14.2058,SN4,0.479401
14.4944,SN4,0.538502
14.7858,SN4,0.599202
15.0802,SN4,0.661318
15.3775,SN4,0.724687
15.6778,SN4,0.789161
15.981,SN4,0.85461
16.2873,SN4,0.920912
16.5967,SN4,0.98796
16.9092,SN4,1.05565
17.2248,SN4,1.1239
17.5435,SN4,1.19262
17.8654,SN4,1.26333
23.7554,SN4,0.600339
